ID_UEV,TYPE,NOM,ARRONDISSE,ADRESSE,PROPRIETE,GESTION,POINT_X,POINT_Y,EQUIPEME,LONG,LAT
2065901,Piscine intérieure,Bain Morgan,Mercier–Hochelaga-Maisonneuve,"1 875, Avenue Morgan",Municipale,Municipale,"301810,6112",5045950116,Piscine récréative,-73.538296,45.553456
2024523,Pataugeoire,Parc Rougemont,Mercier–Hochelaga-Maisonneuve,"1 900, Rue Bossuet",Municipale,Municipale,"302644,7225",5047717807,,-73.527622,45.569359
5060035,Pataugeoire,Parc Lasalle 1,Lachine,"1 950, Remembrance",Municipale,Municipale,"291104,1199",5033162161,,-73.675061,45.438256
5060035,Pataugeoire,Parc Lasalle 2,Lachine,"1 950, Remembrance",Municipale,Municipale,"291104,1199",5033162161,,-73.675061,45.438256
1008171,Pataugeoire,Parc Campbell-Ouest,Le Sud-Ouest,"1 990, Rue de Maricourt",Municipale,Municipale,"297630,3466",5035340982,,-73.591678,45.457952
5072841,Piscine extérieure,Complexe aquatique – Société du parc Jean-Drapeau,Ville-Marie,"1, Circuit Gilles-Villeneuve,",Municipale,Parapublique,"302127,3302",5041516018,Île Sainte-Hélène,-73.534212,45.513559
5072841,Piscine extérieure,Complexe aquatique – Société du parc Jean-Drapeau,Ville-Marie,"1, Circuit Gilles-Villeneuve,",Municipale,Parapublique,"302127,3302",5041516018,Île Sainte-Hélène,-73.534212,45.513559
2070718,Pataugeoire,Parc Sabrevois,Montréal-Nord,"10 110, Avenue des Récollets",Municipale,Municipale,"294408,9079",5049300149,,-73.633172,45.583529
2068769,Piscine extérieure,Parc Ottawa,Montréal-Nord,"10 341, Avenue Lausanne",Municipale,Municipale,293670906,5049138004,,-73.642625,45.58206
2068769,Pataugeoire,Parc Ottawa,Montréal-Nord,"10 400, Avenue Belleville",Municipale,Municipale,293670906,5049138004,,-73.642625,45.58206
2068769,Jeu d'eau,Parc Ottawa,Montréal-Nord,"10 400, Avenue Belleville",Municipale,Municipale,293670906,5049138004,,-73.642625,45.58206
2068113,Pataugeoire,Parc Oscar,Montréal-Nord,"10 660, Boulevard Saint-Michel",Municipale,Municipale,"293219,8302",5049150275,,-73.648405,45.582161
3116265,Piscine intérieure,Sophie-Barat,Ahuntsic-Cartierville,"10 851, Rue Saint-Charles, H2C 3H7",Municipale,Municipale,"291703,7809",5046899148,Piscine compétitive,-73.667771,45.561879
2076909,Piscine extérieure,Parc Charleroi,Montréal-Nord,"10 975, Avenue Alfred",Municipale,Municipale,"295260,6871",5051093663,,-73.622288,45.599675
2076909,Pataugeoire,Parc Charleroi,Montréal-Nord,"10 975, Avenue Alfred",Municipale,Municipale,"295260,6871",5051093663,,-73.622288,45.599675
5073228,Piscine extérieure,Parc Arthur-Therrien,Verdun,"10, Rue Hickson",Municipale,Municipale,"299989,1927",5036132148,,-73.561523,45.465099
5073228,Pataugeoire,Parc Arthur-Therrien,Verdun,"10, Rue Hickson",Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
0,Pataugeoire,Pataugeoire du Sault-au-récollet,Ahuntsic-Cartierville,10550 rue St-Firmin,,,"292697,7281",5047948679,,-73.655064,45.571336
0,"Pataugeoire, Jeux d'eau",Pataugeoire Ahuntsic,Ahuntsic-Cartierville,10555 rue Lajeunesse,,,"291891,1168",5046147865,,-73.665343,45.555115
1051139,Jeu d'eau,Parc Wilson,Verdun,"1075-A, Avenue Brown",Municipale,Municipale,298598757,5034296841,,-73.579288,45.448567
2070945,Pataugeoire,Parc Pilon,Montréal-Nord,"11 135, Avenue des Récollets",Municipale,Municipale,"293702,5631",5050411397,,-73.642244,45.593515
2080320,Pataugeoire,Parc Le Carignan,Montréal-Nord,"11 481, Rue P.M.-Favier",Municipale,Municipale,"295783,9769",5052255545,,-73.615606,45.610138
2077664,Piscine extérieure,Parc Saint-Laurent,Montréal-Nord,"11 614, Avenue Salk",Municipale,Municipale,"294754,4465",5051730244,,-73.628788,45.6054
2077664,Pataugeoire,Parc Saint-Laurent,Montréal-Nord,"11 614, Avenue Salk",Municipale,Municipale,"294754,4465",5051730244,,-73.628788,45.6054
5029269,Piscine intérieure,Piscine intérieure Roussin,Rivière-des-Prairies–Pointe-aux-Trembles,"12 125, Rue Notre-Dame Est",Municipale,Municipale,"305485,4766",5055655173,Piscine récréative,-73.491213,45.640791
2081040,Pataugeoire,Parc Monty,Montréal-Nord,"12 357, Avenue Monty",Municipale,Municipale,"295458,2261",5053477193,,-73.619796,45.62113
5072848,Piscine intérieure,Centre aquatique Rivières-des-Prairies,Rivière-des-Prairies–Pointe-aux-Trembles,"12 515, Boulevard Rodolphe-Forget",Municipale,Municipale,"298578,6641",5056952178,Complexe aquatique,-73.579832,45.652434
5070958,Piscine extérieure,Parc Alexis-Carrel,Rivière-des-Prairies–Pointe-aux-Trembles,"12 550, Avenue Alexis-Carrel",Municipale,Municipale,"297878,4231","5056038,26",,-73.5888,45.644203
5070958,Pataugeoire,Parc Alexis-Carrel,Rivière-des-Prairies–Pointe-aux-Trembles,"12 550, Avenue Alexis-Carrel",Municipale,Municipale,"297878,4231","5056038,26",,-73.5888,45.644203
2079610,Pataugeoire,Parc Lacordaire,Montréal-Nord,"12 576, Boulevard Lacordaire",Municipale,Municipale,"294499,0455","5052934,31",,-73.632082,45.61623
0,"Pataugeoire, Jeux d'eau",Pataugeoire de Mésy,Ahuntsic-Cartierville,12120 rue Grenet,,,"287810,6816",5043384178,,-73.717518,45.530166
0,Piscine extérieure,Piscine briarwood,Pierrefonds-Roxborro,12421 rue Pavillon,,,"278571,0301",5041552741,,-73.835702,45.513394
2079739,Piscine extérieure,Parc Saint-Georges,Rivière-des-Prairies–Pointe-aux-Trembles,"13 050, Rue Prince-Albert",Municipale,Municipale,"305389,3259",5057137776,,-73.492443,45.654126
2079739,Pataugeoire,Parc St-Georges,Rivière-des-Prairies–Pointe-aux-Trembles,"13 050, Rue Prince-Albert",Municipale,Municipale,"305389,3259",5057137776,,-73.492443,45.654126
2072528,Piscine extérieure,Parc Richelieu,Rivière-des-Prairies–Pointe-aux-Trembles,"13 600, Rue Forsyth",Municipale,Municipale,"304425,0067",5058203099,,-73.504812,45.663718
2072528,Pataugeoire,Parc Richelieu,Rivière-des-Prairies–Pointe-aux-Trembles,"13 600, Rue Forsyth",Municipale,Municipale,"304425,0067",5058203099,,-73.504812,45.663718
0,Piscine extérieure,Piscine Versailles,Pierrefonds-Roxborro,13207 rue Desjardins,,,"277550,0531",5041379655,,-73.84876,45.511799
0,Jeux d'eau,Jeux d'eau Saint-Jacques,Ville-Marie,1360 rue Saint-Jacques,,,299536228,"5039257,29",,-73.567349,45.493216
1021708,Jeu d'eau,Parc Toussaint-Louverture,Ville-Marie,137 Boulevard de Maisonneuve,Municipale,Municipale,"299739,8542",5041399457,,-73.564774,45.512492
4039115,Jeu d'eau,Parc Ouelette,LaSalle,"1407, Rue Serre",Municipale,Privé,"295254,0967",5032569894,,-73.622005,45.432989
0,Piscine intérieure,Piscine du YMCA Centre-Ville,Ville-Marie,1440 rue Stanley,,,298974303,5039975909,,-73.574548,45.499673
2077340,Jeu d'eau,Parc Montmartre,Rivière-des-Prairies–Pointe-aux-Trembles,"14555, rue de Montigny",Municipale,Municipale,"304974,3777",5059549579,,-73.497767,45.67583
0,Piscine extérieure,Piscine Thorndale,Pierrefonds-Roxborro,14921 rue Oakwood,,,"276942,6222","5037290,6",,-73.856309,45.474981
4084462,Piscine extérieure,Parc Robert-Sauvé,L'Île-Bizard–Sainte-Geneviève,"15 734, Rue de la Caserne, Sainte-Geneviève",Municipale,Municipale,"276130,5669",5037974506,,-73.866735,45.481102
4084462,Pataugeoire,Parc Robert-Sauvé,L'Île-Bizard–Sainte-Geneviève,"15 734, Rue de la Caserne, Sainte-Geneviève",Municipale,Municipale,"276130,5669",5037974506,,-73.866735,45.481102
5054431,Piscine extérieure,Parc Kirkland,Lachine,"150, Rue des Érables",Municipale,Municipale,"293083,0154",5034007493,,-73.649786,45.445896
5054431,Jeu d'eau,Parc Kirkland,Lachine,"150, Rue des Érables",Municipale,Municipale,"293083,0154",5034007493,,-73.649786,45.445896
0,"Piscine extérieure, Jeux d'eau",Piscine Marcelin-Wilson,Ahuntsic-Cartierville,1655 rue Dudemaine,,,"290043,0149",5044389975,,-73.68896,45.53926
4127635,Piscine extérieure,Parc Haymard,LaSalle,"170, Avenue Orchard",Municipale,Privé,"293208,1671",5031500121,,-73.648129,45.423339
4127635,Jeu d'eau,Parc Hayward,LaSalle,"170, Avenue Orchard",Municipale,Privé,"293208,1671",5031500121,,-73.648129,45.423339
4029051,Jeu d'eau,Parc Houde,Saint-Laurent,"2 100, Rue Saint-Louis",Municipale,Municipale,290675397,5040136425,,-73.680745,45.501003
5015690,Piscine extérieure,Parc Marlborough,Saint-Laurent,"2 105, Rue Beauzèle",Municipale,Municipale,"287570,3008",5042655268,,-73.720565,45.5236
5015690,Pataugeoire,Parc Malborough,Saint-Laurent,"2 105, Rue Beauzèle",Municipale,Municipale,"287530,7419",5042529966,,-73.721073,45.522465
5015690,Jeu d'eau,Parc Marlborough,Saint-Laurent,"2 105, Rue Beauzèle",Municipale,Municipale,"287626,9008",5042532366,,-73.719844,45.522494
2051891,Pataugeoire,Parc de la Bruère,Mercier–Hochelaga-Maisonneuve,"2 150, Rue Liébert",Municipale,Municipale,"303352,2138",5050433239,,-73.518559,45.5938
5037561,Pataugeoire,Parc Médéric-Martin,Ville-Marie,"2 255, Rue du Havre",Municipale,Municipale,"300608,0475",5043834452,,-73.553673,45.534409
1034674,Piscine intérieure,Centre du Plateau,Le Plateau-Mont-Royal,"2 275, Boulevard St-Joseph",Municipale,Municipale,298926669,5044373814,Piscine récréative,-73.575215,45.539247
5070879,Pataugeoire,Parc Raymond-Préfontaine,Mercier–Hochelaga-Maisonneuve,"2 300, Rue Dézéry",Municipale,Municipale,"300696,0489",5044650821,,-73.552553,45.541753
5037532,Pataugeoire,Olivier-Robert,Ville-Marie,"2 325, Boulevard de Maisonneuve Est",Municipale,Municipale,"300924,1231",5043167657,,-73.549622,45.528409
1026261,Piscine extérieure,Parc Baldwin,Le Plateau-Mont-Royal,"2 330, Rue Rachel Est",Municipale,Municipale,"299849,2929",5043868315,,-73.563391,45.53471
1026261,Pataugeoire,Parc Baldwin,Le Plateau-Mont-Royal,"2 330, Rue Rachel Est",Municipale,Municipale,"299849,2929",5043868315,,-73.563391,45.53471
1026261,Jeu d'eau,Parc Baldwin,Le Plateau-Mont-Royal,"2 330, rue Rachel Est",Municipale,Municipale,"299849,2929",5043868315,,-73.563391,45.53471
3023745,Piscine extérieure,Gabriel-Lalemant,Ahuntsic-Cartierville,"2 350, Rue Sauvé Est, H2B 1B2",Municipale,Municipale,"293681,7773",5047876482,,-73.642456,45.570705
1020818,Pataugeoire,Parc Saint-Gabriel,Le Sud-Ouest,"2 355, Rue Mullins",Municipale,Municipale,"299758,9738",5037666336,,-73.564493,45.478901
1027502,Pataugeoire,Parc La Fontaine est,Le Plateau-Mont-Royal,"2 450, Rue Rachel Est",Municipale,Municipale,"299382,7103","5042884,97",,-73.56936,45.525852
5089063,Jeu d'eau,Parc Théodore,Mercier–Hochelaga-Maisonneuve,"2 525, Rue Théodore",Municipale,Municipale,"301366,8682",5046788597,,-73.543988,45.560995
2008973,Piscine extérieure,Parc Le Pélican,Rosemont–La Petite-Patrie,"2 560, Rue Masson",Municipale,Municipale,"298993,5628",5044898465,,-73.574363,45.543972
2008973,Pataugeoire,Parc Pélican,Rosemont–La Petite-Patrie,"2 560, Rue Masson",Municipale,Municipale,"298993,5628",5044898465,,-73.574363,45.543972
5037561,Piscine intérieure,Jean-Claude-Malépart,Ville-Marie,"2 633, Rue Ontario Est",Municipale,OBNL,"300608,0475",5043834452,Piscine compétitive,-73.553673,45.534409
4157130,Piscine extérieure,Parc Noël-Nord,Saint-Laurent,"2 900, Rue Baker",Municipale,Municipale,"286990,7657",5042002465,,-73.727966,45.51771
4157130,Pataugeoire,Parc Noël-Nord,Saint-Laurent,"2 900, Rue Baker",Municipale,Municipale,"286977,6179",5041892154,,-73.728128,45.516719
4157130,Jeu d'eau,Parc Noël-Nord,Saint-Laurent,"2 900, rue Baker",Municipale,Municipale,286879966,5041958921,,-73.729385,45.517311
4032625,Pataugeoire,Parc Alexis-Nihon,Saint-Laurent,"2 999, Rue Badeaux",Municipale,Municipale,"289920,3954",5039729605,,-73.690393,45.497325
3123106,Piscine extérieure,Parc Jarry,Villeray–Saint-Michel–Parc-Extension,"205, Rue Faillon Ouest",Municipale,Municipale,"294739,0881","5043921,28",,-73.628819,45.535132
1035819,Jeu d'eau,Parc Louis-Cyr,Le Sud-Ouest,"205, Rue Saint-Ferdinand",Municipale,Municipale,"298387,8063",5037338695,,-73.582025,45.475939
0,Piscine intérieure,Piscine Association sportive et communautaire Centre-S,Ville-Marie,2093 de la Visitation,,,"299903,3359",5042550548,,-73.562687,45.522851
2011547,Jeu d'eau,Parc Étienne-Desmarteau,Rosemont–La Petite-Patrie,20e Avenue / Rue Beaubien Est,Municipale,Municipale,"298533,3149",5046592138,,-73.580276,45.559211
0,Plage,Plage du cap Saint-Jacques,Pierrefonds-Roxborro,21 115 boul Gouin ouest,,,"270202,8135",5035872453,,-73.942413,45.46192
0,Jeux d'eau,Jeux d'eau St-André-Apôtre,Ahuntsic-Cartierville,215 Prieur Ouest,,,"291475,4592",5045137048,,-73.670644,45.546019
0,Piscine intérieure,Piscine du Vieux-Montréal,Ville-Marie,255 rue Ontario est,,,"299607,0563",5041572973,,-73.566465,45.514048
0,Jeux d'eau,Jeux d'eau St-Simon-Apôtre,Ahuntsic-Cartierville,260 rue Legendre O,,,"293178,8526",5044454912,,-73.648819,45.539904
5087211,Piscine extérieure,Parc Elgar,Verdun,"260, Rue Elgar",Municipale,Municipale,"301054,5703",5035265394,,-73.547897,45.457304
5087211,Pataugeoire,Parc Elgar,Verdun,"260, Rue Elgar",Municipale,Municipale,"300594,0254",5035019351,,-73.553777,45.455088
5082586,Piscine extérieure,Parc Painter,Saint-Laurent,"260, Rue Marcotte",Municipale,Municipale,"291051,1904",5043134284,,-73.676018,45.527988
5082586,Pataugeoire,Parc Painter,Saint-Laurent,"260, Rue Marcotte",Municipale,Municipale,"291095,7066",5043264457,,-73.675458,45.529158
5082586,Jeu d'eau,Parc Painter,Saint-Laurent,"260, rue Marcotte",Municipale,Municipale,"290955,6502",5043241505,,-73.67725,45.528948
5015687,Piscine extérieure,Parc Bourbonnière,Saint-Laurent,"2800, Rue Cazeneuve",Municipale,Municipale,"288959,4085",5040233074,,-73.702706,45.501839
5015687,Pataugeoire,Parc Bourbonnière,Saint-Laurent,"2800, Rue Cazeneuve",Municipale,Municipale,"288998,5467",5040326033,,-73.70221,45.502677
2145363,Pataugeoire,Parc Pierre-Bernard,Mercier–Hochelaga-Maisonneuve,"3 170, Boulevard Pierre-Bernard",Municipale,Municipale,"302830,7633",5051697441,,-73.525255,45.605173
5071905,Pataugeoire,Parc Lafond,Rosemont–La Petite-Patrie,"3 500, Avenue Laurier Est",Municipale,Municipale,"299478,4815",5045795841,,-73.568162,45.552047
3006474,Pataugeoire,Parc de Kent,Côte-des-Neiges–Notre-Dame-de-Grâce,"3 533, Avenue de Kent",Municipale,Municipale,"294480,4208",5040457946,,-73.632063,45.503958
3006474,Jeu d'eau,Parc de Kent,Côte-des-Neiges–Notre-Dame-de-Grâce,"3 533, Avenue de Kent",Municipale,Municipale,"294480,4208",5040457946,,-73.632063,45.503958
5073228,Jeu d'eau,Parc Arthur-Therrien,Verdun,"3 750, Boulevard Gaétan-Laberge",Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
2083497,Pataugeoire,Parc Ménard,Montréal-Nord,"3 781, Place Ménard",Municipale,Municipale,"293891,0207",5049690967,,-73.639806,45.587031
1041817,Piscine intérieure,Bain Schubert,Le Plateau-Mont-Royal,"3 950, Boulevard Saint-Laurent",Municipale,Municipale,298644329,5041840169,Piscine récréative,-73.578794,45.516452
4143045,Piscine extérieure,Parc Ménard,LaSalle,"300, Rue Clément",Municipale,Privé,"292815,8028",5032646392,,-73.653179,45.433645
5019334,Jeu d'eau,Parc Poirier,Verdun,3215 boul Lasalle,Municipale,Municipale,"299396,4767",5036784661,,-73.569113,45.470962
0,Piscine extérieure,Piscine Pierrefonds park,Pierrefonds-Roxborro,355 chemin Rive-Boisée,,,"277188,5376",5040003172,,-73.853316,45.499403
0,Jeu d'eau,Parc Des Pins,Rivière-des-Prairies–Pointe-aux-Trembles,3995 Rue 42e,Municipale,Municipale,"303514,0623",5058559893,,-73.516504,45.66692
1123220,Piscine intérieure,Piscine intérieure Saint-Henri,Le Sud-Ouest,"4 055, Rue St-Jacques",Municipale,Municipale,"297967,0348",5037586499,Piscine compétitive,-73.5874,45.478166
5052735,Pataugeoire,Parc Carignan,Lachine,"4 100, Rue Provost",Municipale,Municipale,"288993,9524",5033747338,,-73.702062,45.443476
2145385,Pataugeoire,Parc De Sienne,Villeray–Saint-Michel–Parc-Extension,"4 151, Rue 53e",Municipale,Municipale,"294960,3328","5049199,9",,-73.626096,45.582628
1003664,Pataugeoire,Parc Jeanne-Mance,Le Plateau-Mont-Royal,"4 167, Avenue de l’Esplanade",Municipale,Municipale,"297684,1752",5040632413,,-73.591064,45.505573
2083978,Piscine extérieure,Parc Primeau,Montréal-Nord,"4 209, Rue de Castille",Municipale,Municipale,"294182,9617",5050367533,,-73.636091,45.593127
2083978,Pataugeoire,Parc Primeau,Montréal-Nord,"4 209, Rue de Castille",Municipale,Municipale,"294182,9617",5050367533,,-73.636091,45.593127
2017640,Piscine intérieure,René-Goupil,Villeray–Saint-Michel–Parc-Extension,"4 250, Rue du Parc-René-Goupil",Municipale,Municipale,"296151,4725",5048669049,Piscine récréative,-73.610824,45.577875
2017640,Pataugeoire,Parc René-Goupil,Villeray–Saint-Michel–Parc-Extension,"4 250, Rue du Parc-René-Goupil",Municipale,Municipale,"296249,3471",5048618304,,-73.609568,45.577418
5089500,Piscine extérieure,Maisonneuve,Mercier–Hochelaga-Maisonneuve,"4 350, Rue de Rouen",Municipale,Privé,"301520,9715",5046038005,,-73.542011,45.554247
5089500,Pataugeoire,Maisonneuve,Mercier–Hochelaga-Maisonneuve,"4 350, Rue de Rouen",Municipale,Privé,"301520,9715",5046038005,,-73.542011,45.554247
2071510,Jeu d'eau,Parc Morgan,Mercier–Hochelaga-Maisonneuve,"4 370, Rue Sainte-Catherine Est",Municipale,Municipale,"302221,9549",5045723134,,-73.533031,45.551415
2088720,Jeu d'eau,Parc Luigi Pirandello,Saint-Léonard,"4 550, Rue de Compiègne",Municipale,Privé,"296721,1839",5048699381,,-73.603521,45.578152
1046323,Piscine extérieure,Parc Sir George-Étienne-Cartier,Le Sud-Ouest,"4 550, Rue Sainte-Émilie",Municipale,Municipale,"298045,6165",5037056587,,-73.586395,45.473398
2084556,Pataugeoire,Parc Sauvé,Montréal-Nord,"4 701, Rue de Bayonne",Municipale,Municipale,294162877,5051110104,,-73.636364,45.599812
2092471,Jeu d'eau,Parc Coubertin,Saint-Léonard,"4 755, Rue Valéry",Municipale,Privé,296256853,5049470966,,-73.609493,45.585084
5005023,Piscine intérieure,Centre sportif Côte-des-Neiges,Côte-des-Neiges–Notre-Dame-de-Grâce,"4 880, Avenue Van Horne",Municipale,OBNL,"294009,0706",5039206095,Complexe aquatique,-73.638062,45.492694
3007015,Pataugeoire,Parc Van Horne,Côte-des-Neiges–Notre-Dame-de-Grâce,"4 900, Avenue Van Horne",Municipale,Municipale,"293956,4134",5039088994,,-73.638738,45.491631
3073051,Jeu d'eau,Parc Mackenzie-King,Côte-des-Neiges–Notre-Dame-de-Grâce,"4 905, Avenue Saint-Kevin",Municipale,Municipale,"294352,7698",5038897595,,-73.633667,45.489919
5126259,Piscine intérieure,St-Roch,Villeray–Saint-Michel–Parc-Extension,"400, Avenue Ball",Municipale,Privé,"294567,6056",5043571606,Piscine récréative,-73.631014,45.53198
5073228,Jeu d'eau,Parc de l’Honorable-George-O’Reilly,Verdun,"4390-4400, Boul Lasalle",Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
0,Piscine extérieure,Piscine Valleycrest,Pierrefonds-Roxborro,4600 rue Cageux,,,"275004,0857",5035394197,,-73.880981,45.45784
5033990,Pataugeoire,Parc Le Ber,Le Sud-Ouest,"470, Rue Fortune",Municipale,Municipale,"300569,5609",5037485349,,-73.554118,45.477278
5060035,Piscine extérieure,Parc Lasalle,Lachine,"475, 10e Avenue",Municipale,Municipale,"291104,1199",5033162161,,-73.675061,45.438256
5082406,Piscine extérieure,Parc Maria-Goretti,Rivière-des-Prairies–Pointe-aux-Trembles,"488, 85e Avenue",Municipale,Municipale,"305791,8604",5061314139,,-73.487276,45.691711
5082406,Pataugeoire,Parc Maria-Goretti,Rivière-des-Prairies–Pointe-aux-Trembles,"488, 85e Avenue",Municipale,Municipale,"305791,8604",5061314139,,-73.487276,45.691711
4053724,Piscine extérieure,Parc Eugène-D’Ostie,L'Île-Bizard–Sainte-Geneviève,"488, Montée de l’Église, L'Île-Bizard",Municipale,Municipale,"274821,8474",5038563963,,-73.883515,45.486348
4053724,Pataugeoire,Parc Eugène-D’Ostie,L'Île-Bizard–Sainte-Geneviève,"488, Montée de l’Église, L'Île-Bizard",Municipale,Municipale,"274821,8474",5038563963,,-73.883515,45.486348
3042233,Jeu d'eau,Parc Nelson Mandela,Côte-des-Neiges–Notre-Dame-de-Grâce,"4920, Rue Vézina",Municipale,Municipale,"293549,2598",5039448798,,-73.643953,45.494864
5073228,Jeu d'eau,Parc Mgr J.A. Richard,Verdun,"5 040, Boulevard LaSalle",Municipale,Municipale,"299428,7771",5034263288,,-73.568677,45.448277
3040406,Jeu d'eau,Parc de la Savanne,Côte-des-Neiges–Notre-Dame-de-Grâce,"5 111, Rue Paré",Municipale,Municipale,"292702,3142","5039879,71",,-73.654801,45.498728
2090635,Piscine intérieure,Piscine intérieure de Saint-Léonard,Saint-Léonard,"5 115, Rue des Galets",Municipale,Privé,"297141,8069",5049498419,Complexe aquatique,-73.598152,45.585346
2094987,Piscine extérieure,Parc Pie XII,Saint-Léonard,"5 200, Boulevard Lavoisier",Municipale,Privé,"296410,0821",5049848472,,-73.607526,45.588487
2094987,Pataugeoire,Parc Pie XII,Saint-Léonard,"5 200, Boulevard Lavoisier",Municipale,Privé,"296410,0821",5049848472,,-73.607526,45.588487
1028133,Piscine extérieure,Parc Sir Wilfrid-Laurier,Le Plateau-Mont-Royal,"5 200, Rue De Brébeuf",Municipale,Municipale,"297940,1453",5043583508,,-73.58783,45.53213
